BSN,Building,Name,eMail,Internet,Notizen,AktuellerTarif,AktuelleBandbreite,Modified,LetzterTarif,LetzteBandbreite,Latest,LatestSource,Standort,Straße,PLZ,lat,lng,TelekomTarif,TelekomDownload,TelekomUpload,TelekomLTE
03Y15,03Y15b,Max-Delbrück-Gymnasium,,,,,,September 2019,,,,,Filiale,Dietzgenstraße 47,13156,52.584750,13.401286,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03Y16,03Y16,Robert-Havemann-Gymnasium,schulleitung@rhgym.de,http://www.robert-havemann-gymnasium.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Achillesstr. 79,13125,52.615393,13.494218,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03Y17,03Y17,Gymnasium am Europasportpark,sekretariat@gesp-berlin.de,http://www.gesp-berlin.de,,DSL 16.000 RAM IP,16,September 2019,,,,,Hauptstandort,Conrad-Blenkle-Str. 34,10407,52.534329,13.447008,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
04A04,04A04,Charlotte-Wolff-Kolleg,Leitung@charlotte-wolff-kolleg.de,http://www.charlotte-wolff-kolleg.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Pestalozzistraße 40/41,10627,52.508088,13.303451,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04A06,04A06,Peter-A.-Silbermann-Schule,info@abendgymnasium.de,http://www.abendgymnasium.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Blissestraße 22,10713,52.484770,13.319447,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G01,04G01,Eichendorff-Grundschule,sekretariat@eichendorff.schule.berlin.de,http://www.eichendorff-grundschule-berlin.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Goethestr. 19,10625,52.50921,13.31305,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G02,04G02,Lietzensee-Grundschule,sekretariat@lietzenseeschule.schule.berlin.de,http://www.lietzenseeschule.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Witzlebenstr. 34,14057,52.5094,13.29502,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G04,04G04,Joan-Miró-Grundschule,mail@joan-miro-grundschule.de,http://www.joan-miro-grundschule.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Bleibtreustr. 43,10623,52.50357,13.32014,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G05,04G05,Dietrich-Bonhoeffer-Grundschule,Sekretariat@dibog.schule.berlin.de,,,DSL 16000,16,September 2019,VDSL 50,50,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Spandauer Damm 205-215,14050,52.521371,13.26202,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04G06,04G06,Wald-Grundschule,sekretariat@wald-grundschule.de,http://wald-grundschule.de,,DSL 16000,16,September 2019,VDSL 50,50,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Waldschulallee 83-93,14055,52.50259,13.259,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04G07,04G07,Ludwig-Cauer-Grundschule,04G07@04G07.schule.berlin.de,http://www.cauerschule.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Cauerstr. 36-38,10587,52.515043,13.315123,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G08,04G08,Mierendorff-Grundschule,schulleitung@mierendorff-schule.de,http://www.mierendorff-grundschule.de,,DSL 16000,16,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Mierendorffstr. 20-24,10589,52.523791,13.303338,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04G09,04G09,Erwin-von-Witzleben-Grundschule,erwin-von-witzleben-gs@t-online.de,,,DSL 16000,16,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Halemweg 34,13627,52.53967,13.2873,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04G11,04G11,Helmuth-James-von-Moltke-Grundschule,sekretariat@moltke.grundschule.berlin.de,http://www.moltke-grundschule.de,,< DSL 16000,6,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Heckerdamm 221,13627,52.53903,13.30104,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G12,04G12,Schinkel-Grundschule,esgbuero@t-online.de,,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Nithackstr. 8,10585,52.51782,13.29876,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04G13,04G13,Nehring-Grundschule,info@nehring-grundschule.de,http://www.nehring-grundschule.de,,DSL 16000,16,September 2019,VDSL 25,25,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Nehringstr. 9-10,14059,52.514893,13.293865,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G14,04G14a,Reinhold-Otto-Grundschule,04G14@04G14.schule.berlin.de,http://www.reinhold-otto.de,,DSL 16000,16,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Leistikowstr. 7-8,14050,52.513329,13.268399,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04G14,04G14b,Reinhold-Otto-Grundschule,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.512962,13.268291,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04G15,04G15,Charles-Dickens-Grundschule,sekretariat@charles-dickens.schule.berlin.de,http://www.charles-dickens-gs.de,,DSL 16000,16,September 2019,VDSL 50,50,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Dickensweg 15,14055,52.508946,13.236971,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04G17,04G17,Johann-Peter-Hebel-Grundschule,verwaltung@hebelschule-berlin.de,http://www.hebelschule-berlin.de,,DSL 16000,16,September 2019,SVDSL 175,175,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Emser Str. 50,10719,52.49541,13.31942,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04G18,04G18,Ernst-Habermann-Grundschule,schule@ernst-habermann.de,http://www.ernst-habermann.de,,DSL 16000,16,September 2019,SVDSL 175,175,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Prinzregentenstr. 33-34,10715,52.48328,13.33269,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G18,04G18,Ernst-Habermann-Grundschule,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.482922,13.332404,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G19,04G19,Grundschule am Rüdesheimer Platz,Sekretariat@garp.schule.berlin.de,http://www.garp-schule.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Rüdesheimer Str. 24-30,14197,52.47113,13.31312,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G20,04G20,Katharina-Heinroth-Grundschule,sekretariat@katharina-heinroth-grundschule.de,http://katharina-heinroth-grundschule.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Münstersche Str. 15-17,10709,52.494,13.30619,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G21,04G21,Halensee-Grundschule,sekretariat@halensee.schule.berlin.de,http://www.Halensee-Grundschule.de,,DSL 16000,16,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Joachim-Friedrich-Str. 35-36,10711,52.49993,13.2961,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04G22,04G22a,Grunewald-Grundschule,sekretariat@grunewald.schule.berlin.de,http://www.grunewald-grundschule.de,,DSL 16000,16,September 2019,SVDSL 175,175,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Delbrückstr. 20A,14193,52.484525,13.281094,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04G22,04G22b,Grunewald-Grundschule,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.484827,13.280783,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04G23,04G23,Alt-Schmargendorf-Grundschule,schulleitung@asg.schule.berlin.de,http://www.alt-schmargendorf-grundschule.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Reichenhaller Str. 8,14199,52.477085,13.293432,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G24,04G24,Carl-Orff-Grundschule,sekretariat@carl-orff-gs.de,http://www.carl-orff-gs.de,,DSL 16000,16,September 2019,VDSL 25,25,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Berkaer Str. 9-10,14199,52.47841,13.28709,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04G25,04G25,Cecilien-Schule (Grundschule),04G25@04G25.schule.berlin.de,http://www.cecilien-schule.de,,VDSL 50,50,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Nikolsburger Platz 5,10717,52.49331,13.32769,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G26,04G26,Birger-Forell-Grundschule,post@birger-forell-grundschule.de,http://www.birger-forell-grundschule.de,,VDSL 50,50,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Koblenzer Str. 22-24,10715,52.480726,13.321893,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04G27,04G27,Judith-Kerr-Grundschule,verwaltung@04G27.schule.berlin.de,http://www.judith-kerr-grundschule.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Friedrichshaller Str. 13,14199,52.476131,13.293228,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04K02,04K02,Friedensburg-Schule,sekretariat@fosbe.de,http://www.fosbe.de,,VDSL 50,50,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Goethestr. 8-9,10623,52.50908,13.32082,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04K03,04K03,Robert-Jungk-Schule,schulleitung@r-j-o.de,http://www.Robert-Jungk-Oberschule.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Sächsische Str. 58,10707,52.49448,13.31872,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04K04,04K04,Nelson-Mandela-Schule,katja.sajid@nelson-mandela-schule.net,http://www.nelson-mandela-school.net,,,,September 2019,,,,,,Pfalzburger Straße 23,10719,52.490921,13.321079,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04K05,04K05a,Paula-Fürst-Schule (Gemeinschaftsschule),sekretariat@paula-fuerst.schule.berlin.de,http://www.paula-fuerst-gemeinschaftsschule.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Sybelstr. 20-21,10629,52.50227,13.30194,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04K05,04K05b,Paula-Fürst-Schule (Gemeinschaftsschule),,,,unbekannt,-,September 2019,,,,,Filiale,Nehringstraße 9,14059,52.514475,13.292506,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04K06,04K06,Schule am Schloss (Integrierte Sekundarschule),sekretariat@schuleamschloss.de,http://www.schuleamschloss.de,,DSL 16000,16,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Schloßstr. 55A,14059,52.5161,13.29812,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04K07,04K07,Integrierte Sekundarschule Wilmersdorf,kontakt@sekundarschule-wilmersdorf.de,http://www.sekundarschule-wilmersdorf.de,,VDSL 50,50,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Kranzer Str. 3,14199,52.482808,13.296098,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04K08,04K08,Peter-Ustinov-Schule,sekretariat@peter-ustinov-schule.de,http://www.peter-ustinov-schule.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Kuno-Fischer-Str. 22-26,14057,52.505241,13.290548,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04K09,04K09,Otto-von-Guericke-Schule (Integrierte Sekundarschule),kontakt@ovgos.de,http://www.ovgos.de,,< DSL 16000,6,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Eisenzahnstr. 47-48,10709,52.49276,13.30516,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04K10,04K10,Wangari-Maathai-Internationale-Schule,secretary@wangari-maathai-schule.de,http://wangari-maathai-schule.jimdofree.com,,,-,September 2019,,,,,,Babelsberger Str. 24,10715,52.482373,13.335080,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04S02,04S02,Arno-Fuchs-Schule,r.gehret@arno-fuchs-schule.de,http://www.arno-fuchs-schule.de,,nicht bekannt,-,September 2019,DSL 16 RAM,16,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Richard-Wagner-Str. 30,10585,52.51489,13.30717,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
04S04,04S04,Reinfelder-Schule,post@reinfelder-schule.de,http://www.reinfelder-schule.de,,DSL 6000 RAM,6,September 2019,VDSL 50,50,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Maikäferpfad 30,14055,52.49693,13.26373,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
04S05,04S05,Ernst-Adolf-Eschke-Schule für Gehörlose,post@eaeschule.de,http://www.eschke-schule.de,,DSL 16000,16,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Waldschulallee 29,14055,52.4989,13.26508,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04S06,04S06,Finkenkrug-Schule,kontakt@finkenkrug-schule.de,,,DSL 16000,16,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Mannheimer Str. 21-22,10713,52.48448,13.31606,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04S07,04S07a,Comenius-Schule,schulleitung@schule-comenius.de,http://www.schule-comenius.de,,DSL 16000,16,September 2019,SVDSL 175,175,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Gieselerstr. 4,10713,52.488639,13.318353,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04S07,04S07b,Comenius-Schule,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.488141,13.318560,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04Y01,04Y01,Schiller-Gymnasium,sekretariat@sgym.schule.berlin.de,http://www.sgym.de,,< DSL 16000,6,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Schillerstr. 125-127,10625,52.50993,13.321596,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04Y02,04Y02a,Wald-Gymnasium,waldgymnasium@gmx.de,http://www.waldgymnasium.de,,DSL 16000,16,September 2019,VDSL 50,50,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Waldschulallee 95,14055,52.50343,13.25701,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04Y02,04Y02b,Wald-Gymnasium,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.503583,13.255277,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04Y03,04Y03,Sophie-Charlotte-Gymnasium,sekretariat@scg.schule.berlin.de,http://www.scgberlin.de,,DSL 16000,16,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Sybelstr. 2,10629,52.5023,13.31237,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04Y04,04Y04a,Gottfried-Keller-Gymnasium,kontakt@gks-berlin.de,http://www.gks-berlin.de,,DSL 16000,16,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Olbersstr. 38,10589,52.52888,13.3022,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04Y04,04Y04b,Gottfried-Keller-Gymnasium,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.527936,13.301754,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04Y05,04Y05,Herder-Gymnasium,sekretariat@herder-gymnasium.eu,http://www.herder-gymnasium.eu,,DSL 16000,16,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Westendallee 45-46,14052,52.510663,13.257932,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04Y06,04Y06,Heinz-Berggruen-Gymnasium,info@hbgym.de,http://hbgym.de,,DSL 16000,16,September 2019,VDSL 100,100,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Bayernallee 4,14052,52.51103,13.26722,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
04Y07,04Y07a,Friedrich-Ebert-Gymnasium,danz@feo-berlin.de,http://feo.schule.de,,VDSL 50,50,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Blissestr. 22,10713,52.484206,13.319593,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04Y07,04Y07b,Friedrich-Ebert-Gymnasium,,,,VDSL 50,50,September 2019,,,,,2. Anschluss,,,52.484276,13.318689,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04Y08,04Y08,Hildegard-Wegscheider-Gymnasium,wegscheider-gymnasium@gmx.de,http://www.hwos.de,,VDSL 100,100,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Lassenstr. 16-20,14193,52.485116,13.275931,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
04Y09,04Y09,Walther-Rathenau-Gymnasium,sekretariat@wrs-berlin.de,http://www.wrs-berlin.de,,DSL 16000,16,September 2019,SVDSL 175,175,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Herbertstr. 2-6,14193,52.49143,13.28135,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
04Y10,04Y10,Marie-Curie-Gymnasium,schulleitung@mcg-berlin.de,http://www.mcg-berlin.de,,VDSL 50,50,September 2019,SVDSL 250,250,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Weimarische Str. 21,10715,52.480119,13.324748,MagentaZuhause XL,250 MBit/s,40 MBit/s,0
04Y11,04Y11,Goethe-Gymnasium,info.goethe-gymnasium@t-online.de,,,DSL 16000,16,September 2019,VDSL 25,25,21. Januar 2021,Bezirksstadträtin Charlottenburg-Wilmersdorf von Berlin,Hauptstandort,Gasteiner Str. 23,10717,52.48759,13.3225,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G01,05G01,Ernst-Ludwig-Heim-Grundschule,elhg@web.de,,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Grunewaldstr. 8,13597,52.5304,13.20672,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G02,05G02,Grundschule am Eichenwald,Grundschule_am_Eichenwald@t-online.de,,,500 Mbit/s,500,7. Oktober 2020,,,,,,Gaismannshofer Weg 2,13587,52.558423,13.199146,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
05G04,05G04,Klosterfeld-Grundschule,05G04@05G04.schule.berlin.de,http://www.klosterfeld-grundschule.de,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,DSL 16000,16,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,,Seegefelder Str. 125,13583,52.53861,13.17968,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G05,05G05,Christoph-Földerich-Grundschule,foelderich-schule@t-online.de,http://www.foelleschule-berlin.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Földerichplatz 5,13595,52.51986,13.193276,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
05G06,05G06,Siegerland-Grundschule,sekretariat@siegerland-schule.de,http://www.siegerland-schule.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Hermann-Schmidt-Weg 4,13589,52.55125,13.175203,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
05G07,05G07,Lynar-Grundschule,info@lynar-grundschule.de,http://www.lynar-grundschule.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Lutherstr. 19-20,13585,52.54766,13.20683,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
05G08,05G08,Konkordia-Grundschule,Konkordia-Grundschule@web.de,http://www.konkordia-grundschule.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Elsflether Weg 26,13581,52.53018,13.19202,MagentaZuhause L,100 MBit/s,50 MBit/s,300 MBit/s
05G10,05G10,Grundschule am Birkenhain,info@grundschule-am-birkenhain.de,http://www.grundschule-am-birkenhain.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Seeburger Str. 59,13581,52.52596,13.180519,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
05G11,05G11,Robert-Reinick-Grundschule,sekretariat@05g11.schule.berlin.de,http://www.robert-reinick-grundschule.de,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,DSL 16000,16,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,,Jungfernheideweg 33-48,13629,52.54065,13.27277,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G12,05G12,Grundschule am Weinmeisterhorn,gs.am.weinmeisterhorn@t-online.de,http://www.gsamweinmeisterhorn.schule-berlin.net,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Daberkowstr. 27,13593,52.50825,13.1742,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
05G13,05G13,Bernd-Ryke-Grundschule,info@bernd-ryke-gs.de,http://www.bernd-ryke-gs.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Daumstr. 12,13599,52.54494,13.2325,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G14,05G14,Linden-Grundschule,sekretariat@linden-gs.schule.berlin.de,http://www..linden-grundschule.de,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,DSL 16000,16,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,,Staakener Feldstr. 6-8,13591,52.53517,13.14081,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
05G15,05G15,Askanier-Grundschule,t.berlin@askanier-gs.de,http://www.askanier-gs.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Borkzeile 34,13583,52.54049,13.19242,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
05G16,05G16,Zeppelin-Grundschule,info@zeppelin-gs.de,http://www.zeppelin-gs.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Heidebergplan 3-4,13591,52.5409,13.14635,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G17,05G17,Astrid-Lindgren-Grundschule,sekretariat@lindgren.schule.berlin.de,http://www.lindgrenschule.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Südekumzeile 5,13591,52.5311,13.15652,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G18,05G18,Grundschule im Beerwinkel,schulleitung@beerwinkel.de,http://www.beerwinkel.de,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,DSL 16000,16,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,,Im Spektefeld 31,13589,52.549023,13.154969,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G19,05G19,Grundschule am Ritterfeld,schule@ritterfeld.berlin,http://www.grundschuleamritterfeld.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Schallweg 31,14089,52.455239,13.138357,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
05G20,05G20,Carl-Schurz-Grundschule,sekretariat@05g20.schule.berlin.de,http://www.carl-schurz-grundschule.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Hakenfelder Str. 32,13587,52.56751,13.199061,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
05G21,05G21,Paul-Moor-Grundschule,sekretariat@paulmoor.schule,http://www.paulmoor.schule,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Adamstr. 24-25,13595,52.521,13.19029,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G22,05G22,Christian-Morgenstern-Grundschule,christian-morgenstern-gs.cids@t-online.de,http://www.christian-morgenstern-grundschule.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Räcknitzer Steig 12,13593,52.5227,13.16816,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
05G23,05G23,Grundschule am Brandwerder,sekretariat@brandwerder.de,http://www.brandwerder.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Spandauer Str. 86,13591,52.53595,13.15293,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
